sample_number,window_start,success,prediction,target_scaled,prediction_abs_error_scaled,baseline_prediction,output_difference,gradient_l2,gradient_max_abs,gradient_mean_abs,early_gradient_mean,recent_gradient_mean,early_recent_gradient_ratio,ig_sum,captum_delta,ig_max_abs,absolute_completeness_error,normalized_completeness_error,error
80,165477,True,0.08771014213562012,0.07297539710998535,0.014734745025634766,0.14732897281646729,-0.05961883068084717,48167780352.0,31041284096.0,226260144.0,12193853440.0,0.687055766582489,17747982089.800255,-2480857935773696.0,-2480857935773696.0,1446545119510528.0,2480857935773696.0,4.161198580047078e+16,
81,167545,True,0.10268113017082214,0.08750970661640167,0.015171423554420471,0.14732897281646729,-0.04464784264564514,693913124864.0,348396552192.0,2438610176.0,147495321600.0,0.9540702104568481,154595877728.29965,-28675875536896.0,-28675875536896.0,7667463487488.0,28675875536895.957,642267886577285.1,
82,169614,True,0.19639013707637787,0.35303446650505066,0.1566443294286728,0.14732897281646729,0.049061164259910583,18523209728.0,16329203712.0,34261964.0,2535426816.0,0.9602813720703125,2640295740.12642,-30892894453760.0,-30892894453760.0,30226054643712.0,30892894453760.05,629681234009644.6,
83,171682,True,0.048466503620147705,0.09367281198501587,0.045206308364868164,0.14732897281646729,-0.09886246919631958,193496229085184.0,102750960484352.0,1019136180224.0,44866893512704.0,1.859288215637207,24131220289226.336,-827628789432320.0,-827628789432320.0,403654314033152.0,827628789432319.9,8371516472853371.0,
84,173751,True,0.41196197271347046,0.39755070209503174,0.01441127061843872,0.14732897281646729,0.2646329998970032,546975154176.0,270023933952.0,3561282560.0,140425347072.0,1.3483915328979492,104142857357.01654,8430548355645440.0,8430548355645440.0,6120273635966976.0,8430548355645440.0,3.185750967904534e+16,
85,175819,True,0.06245787441730499,0.09367281198501587,0.031214937567710876,0.14732897281646729,-0.08487109839916229,48661147648.0,20942540800.0,245731696.0,12148669440.0,0.323260635137558,37581654304.52224,-26457378127872.0,-26457378127872.0,16175135195136.0,26457378127871.914,311736016460243.2,
86,177887,True,0.10213255882263184,0.32044532895088196,0.21831277012825012,0.14732897281646729,-0.04519641399383545,4538826752000.0,2349298352128.0,18783741952.0,1074647465984.0,0.3235541880130768,3321383266844.214,669680763142144.0,669680763142144.0,176229806243840.0,669680763142144.0,1.4817121624265762e+16,
87,179956,True,0.18871431052684784,0.4466738998889923,0.25795958936214447,0.14732897281646729,0.041385337710380554,44889448448.0,22091702272.0,164523744.0,9578314752.0,0.19543664157390594,49009820650.12554,3.820951512390042e+16,3.820951512390042e+16,2.300654207683789e+16,3.820951512390042e+16,9.232621318780052e+17,
88,182024,True,0.24664972722530365,0.3702952563762665,0.12364552915096283,0.14732897281646729,0.09932075440883636,306283848663040.0,249369089540096.0,682855825408.0,42940151889920.0,0.5267075896263123,81525599280589.67,-3170939994898432.0,-3170939994898432.0,1119938492235776.0,3170939994898432.0,3.192625764615007e+16,
89,184093,True,0.13910223543643951,0.38263139128685,0.24352915585041046,0.14732897281646729,-0.008226737380027771,385586659328.0,153733922816.0,2243441664.0,108780609536.0,1.1622495651245117,93594880824.3661,54287329656832.0,54287329656832.0,12352530415616.0,54287329656832.01,6598889346100636.0,
90,186161,True,-0.01463213562965393,0.116287961602211,0.13092009723186493,0.14732897281646729,-0.16196110844612122,449707552.0,191684720.0,2306721.5,119230136.0,0.5344784259796143,223077546.64085844,-601898461691904.0,-601898461691904.0,87481974259712.0,601898461691903.9,3716314783610030.0,
91,188230,True,0.19034799933433533,0.3454577326774597,0.1551097333431244,0.14732897281646729,0.04301902651786804,1632230912.0,735293952.0,8605283.0,369854560.0,1.3970638513565063,264737048.0890208,6845617913462784.0,6845617913462784.0,8859096434343936.0,6845617913462784.0,1.5913000519573152e+17,
92,190298,True,0.10811877250671387,0.3232614994049072,0.21514272689819336,0.14732897281646729,-0.03921020030975342,412224451510272.0,358019279880192.0,874358308864.0,62473575071744.0,0.8510786294937134,73405174218636.02,218419957858304.0,218419957858304.0,336527531966464.0,218419957858304.03,5570488192543160.0,
93,192367,True,0.19744661450386047,0.346122145652771,0.14867553114891052,0.14732897281646729,0.05011764168739319,84250766344192.0,73817586139136.0,159972245504.0,10769813995520.0,2.2953243255615234,4692066334845.858,91401366798336.0,91401366798336.0,44976507453440.0,91401366798335.95,1823736387410737.2,
94,194435,True,0.3205082416534424,0.4350638687610626,0.11455562710762024,0.14732897281646729,0.1731792688369751,1742946048.0,1628911360.0,3954039.5,292685024.0,0.08158892393112183,3587313202.5504785,-1200880103718912.0,-1200880103718912.0,396116713537536.0,1200880103718912.2,6934317899461998.0,
95,196504,True,0.10513406991958618,0.31832054257392883,0.21318647265434265,0.14732897281646729,-0.042194902896881104,3566955575377920.0,2382618880376832.0,11748754063360.0,711063444127744.0,1.902233362197876,373804528013412.6,-3.329460022248735e+17,-3.329460022248735e+17,9.386905287471923e+17,3.329460022248735e+17,7.890668762306666e+18,
96,198572,True,0.2279682159423828,0.50278639793396,0.27481818199157715,0.14732897281646729,0.08063924312591553,10309216501760.0,4771930963968.0,40654196736.0,2254714961920.0,0.8479547500610352,2659003869908.987,683973743214592.0,683973743214592.0,777880854331392.0,683973743214591.9,8481896861781148.0,
97,200641,True,0.25129979848861694,0.4200766384601593,0.16877683997154236,0.14732897281646729,0.10397082567214966,20761993543680.0,9796582375424.0,101629968384.0,5164093669376.0,2.5283966064453125,2042438142897.3003,770968909774848.0,770968909774848.0,198116120723456.0,770968909774847.9,7415242735481610.0,
98,202709,True,0.09168446063995361,0.3737246096134186,0.28204014897346497,0.14732897281646729,-0.05564451217651367,4026501693440.0,1452001853440.0,21696604160.0,1153914109952.0,0.6777533292770386,1702557641705.55,-60375605182464.0,-60375605182464.0,124994277343232.0,60375605182463.945,1085023532776375.8,
99,204778,True,0.05529215931892395,0.11974819004535675,0.0644560307264328,0.14732897281646729,-0.09203681349754333,132929429504.0,102111297536.0,401088064.0,23912372224.0,0.39252734184265137,60918997672.23227,68219037548544.0,68219037548544.0,35570176753664.0,68219037548544.09,741214683074874.1,
